industry,origin_city,dest_tier,shipments_per_day,avg_weight,avg_distance_km,pct_same_day,pct_4hr,peak_window,on_time_importance,current_provider,cur_delivery_time_hr,cur_cost_aed,fuel_cost,driver_wage,vehicle_type,maint_cost_per_km,delay_rate_pct,delay_reason,delay_churn_pct,csat_current,nps_current,repeat_rate,complaint_count,complaint_category,faster_rev_impact,sales_uplift_pct,premium_wtp,cost_vs_speed,switch_likelihood,avg_stops,return_pickups_pct,traffic_level,cold_chain_pct,cust_time_pref,speed_rankings,price_rankings,switch_reason,adoption_drivers,churn_threshold,target_cost_per_km,fuel_sensitivity_pct,desired_cost_redux,roi_months,primary_kpi
electronics,Abu Dhabi,Tier-2 suburban,16.55,2.05,8.36,43.43,35.46,2–6 pm,1,Competitor B,3.1,37.37,3.27,23.47,Bike,1.81,29.16,Wrong routing,28.61,7,-85,43.1,1,Poor support,No,18.97,6.01,Both equal,4,1,85,Light,40,Morning,"[4, 2, 1, 5, 3]","[5, 3, 1, 4, 2]",Reliability,COD handling,3 misses,0.96,25.09,14.32,5,Delivery time
electronics,Ajman,Rural,32.48,1.57,18.89,32.44,35.81,2–6 pm,2,Competitor A,6.68,15.03,4.24,13.95,Van,1.77,6.76,Traffic,4.47,7,-50,50.59,1,High cost,No,20.23,3.95,Cost over speed,2,5,25,Moderate,78,Morning,"[2, 1, 3, 5, 4]","[1, 5, 3, 4, 2]",Speed,"AI ETA accuracy, Real-time tracking, 24/7 support",3 misses,1.5,41.45,49.18,6,Cost per delivery
electronics,Sharjah,Tier-2 suburban,53.35,1.55,29.48,9.46,31.84,10 am–2 pm,5,Competitor A,7.79,27.78,2.65,16.78,Truck,1.76,31.36,Traffic,8.78,4,-92,31.57,3,Poor support,No,12.28,3.02,Both equal,3,9,3,Moderate,64,Evening,"[3, 5, 4, 2, 1]","[4, 1, 2, 3, 5]",Cost,"COD handling, Real-time tracking",Would stay,1.49,43.85,41.55,2,CSAT
groceries,Abu Dhabi,Tier-2 suburban,176.65,7.27,7.63,25.81,12.47,6–10 am,1,Competitor A,1.0,10.81,4.0,19.82,Bike,1.14,57.88,Vehicle breakdown,19.37,3,30,28.5,0,Late delivery,Yes,41.71,12.68,Speed over cost,4,5,51,Moderate,90,Afternoon,"[2, 1, 4, 3, 5]","[5, 3, 1, 4, 2]",Speed,COD handling,5 misses,2.55,16.09,41.48,6,On-time %
other,Dubai,Tier-1 urban,6.42,4.21,17.88,14.82,28.6,10 am–2 pm,3,Traditional 3PL,5.72,12.14,3.44,50.0,Van,1.39,18.69,Traffic,29.06,3,-33,34.87,3,Late delivery,No,36.37,1.58,Speed over cost,4,6,91,Light,92,Afternoon,"[2, 4, 3, 5, 1]","[5, 4, 1, 2, 3]",Speed,"Real-time tracking, 24/7 support",After 1 miss,1.96,34.97,42.98,5,Cost per delivery
electronics,Abu Dhabi,Tier-1 urban,36.34,1.21,19.95,30.94,37.97,2–6 pm,5,Competitor A,4.58,25.27,3.23,23.28,Van,1.36,14.61,Wrong routing,20.82,7,43,29.44,2,Damaged goods,Yes,45.81,5.87,Cost over speed,5,7,97,Moderate,30,Afternoon,"[1, 5, 3, 4, 2]","[2, 5, 1, 3, 4]",Tech features,"AI ETA accuracy, Real-time tracking, 24/7 support",3 misses,2.33,24.24,5.21,7,On-time %
fashion,Abu Dhabi,Tier-1 urban,44.2,5.26,21.12,34.62,50.43,10 am–2 pm,4,Traditional 3PL,4.91,18.67,3.86,22.88,Bike,2.56,22.8,Traffic,16.86,1,-29,14.17,0,Late delivery,Yes,46.31,4.34,Cost over speed,3,2,25,Moderate,100,Evening,"[2, 4, 5, 1, 3]","[4, 2, 1, 5, 3]",Speed,"Real-time tracking, 24/7 support, CO₂ reporting",5 misses,2.86,16.82,6.91,1,Cost per delivery
fashion,Ras Al Khaimah,Tier-1 urban,1.0,5.49,16.45,9.85,40.36,10 am–2 pm,5,Competitor B,1.84,36.26,2.13,23.23,Van,1.9,7.17,Wrong routing,48.27,10,-37,35.21,0,Late delivery,Yes,10.56,4.67,Cost over speed,3,6,58,Heavy,56,Evening,"[5, 3, 4, 1, 2]","[5, 3, 1, 4, 2]",Tech features,"COD handling, AI ETA accuracy",After 1 miss,1.9,7.26,18.77,8,On-time %
e-commerce,Sharjah,Tier-2 suburban,80.26,7.18,8.29,2.29,17.46,2–6 pm,2,Competitor A,3.97,5.0,3.58,29.02,Van,2.59,45.82,Traffic,8.15,1,-100,25.93,0,Other,No,9.79,6.66,Speed over cost,1,9,59,Heavy,18,Morning,"[3, 4, 5, 2, 1]","[4, 1, 5, 2, 3]",Cost,Real-time tracking,3 misses,2.21,22.38,44.86,6,CSAT
e-commerce,Sharjah,Tier-1 urban,1.94,0.2,23.45,13.14,57.56,6–10 am,1,Competitor B,5.17,19.4,2.85,19.19,Van,2.1,37.73,Traffic,48.48,4,-9,56.59,1,Late delivery,Yes,29.89,2.04,Speed over cost,3,5,0,Light,81,Evening,"[3, 4, 5, 2, 1]","[3, 4, 2, 1, 5]",Reliability,Real-time tracking,5 misses,2.04,30.58,11.82,4,Delivery time
groceries,Abu Dhabi,Tier-1 urban,1.0,5.71,7.48,6.24,6.49,2–6 pm,3,In-house,6.7,26.04,2.93,25.3,Truck,1.53,42.56,Vehicle breakdown,3.71,3,-67,30.74,1,Other,No,22.63,0.0,Both equal,5,3,83,Moderate,34,Evening,"[4, 1, 2, 5, 3]","[3, 5, 1, 4, 2]",Speed,COD handling,After 1 miss,3.38,12.77,23.91,10,Delivery time
groceries,Dubai,Tier-1 urban,14.11,7.38,23.94,30.64,45.44,10 am–2 pm,5,Competitor B,3.54,28.04,2.72,12.52,Bike,1.48,32.99,Traffic,28.4,9,58,25.83,1,Late delivery,Yes,26.57,7.7,Cost over speed,1,1,81,Heavy,1,Evening,"[4, 3, 2, 1, 5]","[4, 1, 2, 5, 3]",Cost,"24/7 support, Real-time tracking, AI ETA accuracy",5 misses,2.71,49.25,22.18,3,Delivery time
fashion,Ajman,Tier-1 urban,33.77,2.09,19.09,20.65,28.85,10 am–2 pm,4,Competitor B,7.17,15.87,6.0,20.4,Van,0.84,3.56,Customs,3.39,2,11,38.56,0,Late delivery,No,36.51,2.22,Both equal,1,9,40,Moderate,82,Anytime,"[3, 1, 4, 5, 2]","[1, 3, 5, 4, 2]",Speed,"CO₂ reporting, 24/7 support",After 1 miss,0.69,17.46,35.44,8,Delivery time
groceries,Abu Dhabi,Tier-1 urban,1.0,10.23,10.32,10.48,34.99,10 am–2 pm,1,Competitor A,6.13,12.03,3.32,24.34,Van,1.57,23.5,Traffic,58.53,6,-94,48.51,0,Late delivery,Yes,20.8,1.16,Cost over speed,2,9,34,Moderate,53,Afternoon,"[1, 2, 4, 3, 5]","[5, 4, 3, 1, 2]",Speed,24/7 support,3 misses,1.93,31.61,20.45,7,Cost per delivery
groceries,Ras Al Khaimah,Tier-2 suburban,27.88,4.66,10.52,46.92,9.8,6–10 am,5,Traditional 3PL,6.45,29.76,3.46,11.62,Bike,2.1,19.98,Wrong routing,43.32,1,17,32.71,1,Damaged goods,No,47.08,8.71,Both equal,3,5,23,Moderate,57,Anytime,"[5, 2, 1, 3, 4]","[4, 5, 1, 2, 3]",Cost,COD handling,Would stay,1.58,35.15,28.91,4,Delivery time
groceries,Abu Dhabi,Tier-1 urban,1.0,1.22,4.82,11.03,47.12,10 am–2 pm,3,Competitor B,7.68,36.45,4.0,23.85,Truck,1.7,45.36,Traffic,15.32,5,71,11.5,0,Late delivery,No,26.69,3.17,Both equal,4,9,40,Moderate,81,Anytime,"[3, 4, 2, 1, 5]","[1, 4, 5, 3, 2]",Cost,CO₂ reporting,3 misses,2.26,32.15,41.27,2,Delivery time
e-commerce,Dubai,Tier-2 suburban,22.22,3.32,16.47,7.28,31.82,10 am–2 pm,2,Traditional 3PL,3.52,9.55,3.81,25.07,Van,1.67,31.53,Traffic,17.59,6,30,26.27,1,Damaged goods,No,68.85,0.0,Both equal,2,7,4,Light,71,Evening,"[2, 5, 4, 3, 1]","[3, 5, 4, 1, 2]",Service,COD handling,Would stay,0.5,63.45,26.43,1,Cost per delivery
electronics,Sharjah,Tier-2 suburban,39.89,4.18,1.0,35.47,48.72,10 am–2 pm,2,Traditional 3PL,4.49,11.21,3.34,17.18,Van,2.39,18.57,Wrong routing,24.93,9,27,9.71,3,High cost,No,43.05,8.85,Cost over speed,2,8,55,Heavy,48,Afternoon,"[2, 3, 5, 4, 1]","[5, 2, 3, 4, 1]",Reliability,COD handling,Would stay,3.16,14.27,38.22,4,On-time %
fashion,Dubai,Tier-2 suburban,52.69,5.58,4.45,21.69,19.41,2–6 pm,5,Competitor A,5.16,12.47,3.31,19.28,Van,1.43,35.63,Driver shortage,32.53,4,-49,25.68,1,Damaged goods,Yes,25.99,6.39,Cost over speed,1,1,85,Moderate,90,Morning,"[5, 3, 1, 2, 4]","[4, 2, 3, 1, 5]",Reliability,24/7 support,3 misses,1.29,18.52,20.27,8,Delivery time
e-commerce,Dubai,Tier-2 suburban,2.39,0.2,24.42,54.5,28.37,10 am–2 pm,5,Traditional 3PL,8.79,14.61,2.69,27.39,Van,1.51,32.27,Vehicle breakdown,7.16,6,12,31.93,2,Damaged goods,No,29.61,6.21,Speed over cost,3,7,97,Moderate,84,Anytime,"[2, 3, 4, 1, 5]","[3, 1, 2, 5, 4]",Tech features,"CO₂ reporting, Real-time tracking",Would stay,2.22,4.22,30.07,1,Delivery time
groceries,Dubai,Tier-2 suburban,5.8,5.26,14.3,45.08,49.65,2–6 pm,1,Competitor B,7.65,5.0,3.28,26.67,Bike,1.47,26.18,Vehicle breakdown,30.82,3,-44,42.98,2,Late delivery,No,20.3,0.0,Cost over speed,4,1,87,Moderate,64,Morning,"[2, 5, 3, 1, 4]","[4, 3, 2, 5, 1]",Cost,"Real-time tracking, COD handling",After 1 miss,2.24,38.59,14.34,6,On-time %
groceries,Sharjah,Tier-1 urban,29.33,5.19,23.61,26.07,47.67,2–6 pm,1,Competitor A,10.36,6.76,2.82,16.77,Bike,0.9,22.96,Traffic,14.65,1,29,2.7,0,High cost,Yes,41.87,5.94,Speed over cost,3,7,79,Moderate,62,Morning,"[1, 3, 5, 4, 2]","[3, 4, 5, 1, 2]",Speed,"24/7 support, CO₂ reporting",3 misses,3.53,41.4,6.47,8,Cost per delivery
e-commerce,Abu Dhabi,Tier-1 urban,52.02,1.56,8.65,9.12,35.16,6–10 am,3,Competitor A,8.81,25.93,3.29,10.98,Bike,0.99,10.38,Traffic,44.04,5,-24,74.35,2,Damaged goods,No,36.52,6.74,Cost over speed,5,7,97,Moderate,88,Anytime,"[4, 2, 5, 3, 1]","[5, 3, 2, 1, 4]",Tech features,"CO₂ reporting, AI ETA accuracy",5 misses,2.8,46.27,14.01,5,CSAT
e-commerce,Dubai,Rural,58.56,6.34,20.0,20.7,10.1,10 am–2 pm,4,Competitor B,6.75,28.39,3.06,24.7,Van,1.66,37.2,Customs,36.39,5,-57,52.37,1,Poor support,Yes,22.19,1.66,Both equal,5,5,79,Heavy,44,Afternoon,"[1, 4, 2, 3, 5]","[5, 3, 4, 2, 1]",Speed,CO₂ reporting,3 misses,2.92,10.88,16.64,1,CSAT
other,Sharjah,Tier-1 urban,36.2,2.49,40.53,2.21,17.27,6–10 am,3,Traditional 3PL,5.76,6.76,2.69,25.11,Bike,1.01,6.2,Traffic,20.8,3,-18,40.85,2,High cost,No,30.83,1.53,Cost over speed,3,5,15,Heavy,9,Morning,"[5, 4, 1, 3, 2]","[2, 5, 3, 1, 4]",Speed,"Real-time tracking, 24/7 support, AI ETA accuracy",5 misses,1.45,28.73,55.25,10,Cost per delivery
pharma,Abu Dhabi,Tier-1 urban,13.78,7.27,7.13,27.72,37.16,6–10 pm,1,In-house,1.0,13.68,2.91,24.99,Van,1.06,42.0,Vehicle breakdown,55.7,10,74,36.82,1,Late delivery,Yes,1.61,4.62,Cost over speed,1,4,99,Moderate,72,Anytime,"[2, 3, 1, 5, 4]","[2, 4, 1, 5, 3]",Cost,"24/7 support, COD handling, Real-time tracking",After 1 miss,1.13,17.79,23.46,6,Cost per delivery
e-commerce,Ras Al Khaimah,Tier-1 urban,19.4,6.08,10.0,58.61,9.15,2–6 pm,3,Traditional 3PL,6.46,16.71,3.25,28.04,Bike,1.19,26.96,Traffic,37.15,2,75,17.86,3,Damaged goods,Yes,78.73,7.04,Cost over speed,2,9,98,Heavy,59,Evening,"[3, 4, 2, 5, 1]","[1, 3, 2, 5, 4]",Reliability,Real-time tracking,3 misses,1.99,17.7,26.5,2,Delivery time
e-commerce,Abu Dhabi,Tier-2 suburban,5.84,2.34,10.73,40.1,9.86,6–10 am,2,Competitor B,8.07,10.94,3.55,25.54,Bike,0.82,21.18,Customs,27.95,6,3,15.29,2,Poor support,Yes,21.9,9.37,Cost over speed,1,6,75,Moderate,36,Afternoon,"[1, 2, 3, 4, 5]","[3, 5, 4, 2, 1]",Service,"CO₂ reporting, Real-time tracking, 24/7 support",5 misses,1.69,11.55,6.76,3,CSAT
electronics,Sharjah,Tier-1 urban,55.54,4.8,21.84,42.1,39.73,10 am–2 pm,2,In-house,3.62,24.24,3.4,20.87,Van,1.06,27.01,Traffic,44.21,3,-99,4.2,2,Poor support,No,4.22,5.81,Both equal,5,3,94,Light,97,Afternoon,"[1, 2, 4, 5, 3]","[2, 4, 3, 5, 1]",Cost,AI ETA accuracy,3 misses,1.53,8.74,28.69,5,Cost per delivery
electronics,Dubai,Tier-2 suburban,37.14,3.53,16.99,33.06,24.06,6–10 pm,5,Traditional 3PL,18.71,34.63,3.92,20.78,Van,1.25,37.37,Traffic,25.47,10,67,27.69,1,Late delivery,Yes,36.81,3.88,Cost over speed,1,4,11,Moderate,37,Evening,"[2, 3, 1, 5, 4]","[2, 5, 1, 3, 4]",Reliability,"24/7 support, CO₂ reporting",Would stay,2.4,37.89,25.28,7,CO₂ emissions
electronics,Sharjah,Tier-2 suburban,61.5,5.41,32.15,8.17,63.99,2–6 pm,4,Competitor A,3.72,19.72,3.2,16.73,Van,1.81,33.07,Wrong routing,46.11,8,-63,27.36,0,Late delivery,No,10.15,2.96,Both equal,3,6,85,Moderate,54,Evening,"[3, 2, 5, 4, 1]","[5, 4, 1, 3, 2]",Speed,"24/7 support, CO₂ reporting, Real-time tracking",3 misses,1.67,4.81,7.71,7,Cost per delivery
e-commerce,Sharjah,Tier-1 urban,18.3,3.51,19.87,28.88,42.69,10 am–2 pm,3,Competitor B,24.0,5.4,3.16,10.0,Bike,1.23,15.54,Driver shortage,9.0,9,-42,64.39,0,Late delivery,Yes,22.46,10.79,Both equal,3,3,96,Heavy,3,Evening,"[2, 5, 3, 4, 1]","[3, 2, 5, 4, 1]",Reliability,"COD handling, Real-time tracking, 24/7 support",3 misses,3.17,20.67,19.68,3,Delivery time
fashion,Ras Al Khaimah,Tier-1 urban,11.56,1.63,7.4,29.01,55.5,10 am–2 pm,4,In-house,6.13,17.85,3.11,10.83,Bike,4.27,22.92,Traffic,33.37,8,-42,43.96,0,Late delivery,No,16.04,6.35,Cost over speed,2,9,49,Moderate,28,Morning,"[1, 5, 3, 4, 2]","[4, 5, 2, 1, 3]",Reliability,"AI ETA accuracy, COD handling",After 1 miss,1.34,17.75,20.46,2,CSAT
pharma,Dubai,Tier-2 suburban,54.94,0.35,2.96,30.89,37.77,10 am–2 pm,4,Traditional 3PL,4.59,11.36,2.58,19.28,Truck,1.0,7.33,Driver shortage,21.57,6,58,52.72,0,Late delivery,Yes,55.93,6.77,Both equal,3,4,63,Moderate,81,Evening,"[5, 1, 3, 4, 2]","[3, 1, 2, 4, 5]",Cost,24/7 support,3 misses,1.73,7.43,45.52,11,Delivery time
pharma,Abu Dhabi,Tier-1 urban,24.97,3.49,29.92,5.73,14.49,2–6 pm,5,Competitor A,4.57,33.96,3.43,23.5,Bike,1.88,63.09,Vehicle breakdown,42.26,4,-16,39.63,1,Other,No,17.54,2.88,Cost over speed,3,1,23,Moderate,38,Afternoon,"[5, 3, 4, 2, 1]","[1, 5, 2, 4, 3]",Speed,COD handling,After 1 miss,5.0,25.52,38.53,4,CO₂ emissions
groceries,Sharjah,Tier-1 urban,26.11,3.91,10.16,21.15,19.34,2–6 pm,1,Competitor B,5.51,12.89,3.41,21.3,Van,2.7,58.79,Vehicle breakdown,10.0,9,55,49.01,1,Damaged goods,No,18.13,9.36,Speed over cost,3,4,13,Heavy,18,Anytime,"[2, 3, 5, 4, 1]","[1, 3, 5, 4, 2]",Service,COD handling,3 misses,2.31,18.28,7.49,7,Cost per delivery
pharma,Dubai,Tier-1 urban,62.87,5.8,45.27,24.69,3.85,10 am–2 pm,5,Traditional 3PL,5.95,32.27,3.37,24.65,Van,0.9,46.99,Vehicle breakdown,32.81,6,26,25.84,2,Late delivery,No,26.6,8.13,Both equal,5,3,66,Heavy,27,Evening,"[4, 3, 1, 2, 5]","[1, 4, 5, 2, 3]",Cost,"CO₂ reporting, Real-time tracking",3 misses,1.71,7.51,22.17,6,Delivery time
fashion,Abu Dhabi,Tier-2 suburban,38.64,5.33,5.11,13.57,13.11,6–10 am,5,Competitor B,8.03,34.68,6.0,25.04,Bike,2.07,16.62,Traffic,25.73,7,7,9.28,1,Late delivery,No,51.8,0.0,Cost over speed,4,6,71,Light,93,Morning,"[4, 1, 3, 5, 2]","[5, 4, 3, 1, 2]",Reliability,"CO₂ reporting, 24/7 support",3 misses,1.78,6.02,11.69,4,CO₂ emissions
other,Ras Al Khaimah,Tier-2 suburban,56.6,3.6,13.9,60.64,5.07,6–10 pm,3,Competitor A,5.65,30.49,2.14,19.57,Van,1.95,15.47,Traffic,22.21,1,66,45.97,0,Late delivery,Yes,47.39,6.11,Speed over cost,1,1,80,Moderate,57,Afternoon,"[2, 4, 3, 5, 1]","[1, 3, 4, 5, 2]",Service,24/7 support,After 1 miss,2.15,59.73,17.65,1,Cost per delivery
pharma,Abu Dhabi,Tier-1 urban,43.34,2.22,22.92,31.39,32.72,2–6 pm,2,Competitor A,6.31,31.39,2.87,15.56,Truck,0.65,24.32,Wrong routing,12.55,9,24,68.3,5,Poor support,No,33.58,5.11,Cost over speed,2,6,40,Heavy,22,Evening,"[1, 4, 5, 2, 3]","[3, 1, 4, 2, 5]",Reliability,"Real-time tracking, AI ETA accuracy, COD handling",Would stay,2.37,19.78,17.0,8,Delivery time
fashion,Ras Al Khaimah,Tier-2 suburban,49.57,0.87,36.63,6.43,31.05,6–10 am,1,Traditional 3PL,6.35,16.95,3.34,39.99,Truck,1.17,34.27,Driver shortage,22.67,1,67,64.56,2,Damaged goods,Yes,26.87,6.13,Both equal,4,6,72,Moderate,48,Evening,"[5, 2, 4, 3, 1]","[2, 3, 4, 1, 5]",Service,"COD handling, CO₂ reporting",Would stay,2.18,40.92,7.48,8,Delivery time
fashion,Dubai,Tier-2 suburban,60.4,2.41,5.75,34.6,71.19,6–10 am,1,Traditional 3PL,5.67,32.39,2.72,15.57,Van,1.3,8.82,Traffic,39.55,5,-35,30.05,2,Late delivery,No,51.78,5.1,Speed over cost,4,3,80,Moderate,80,Morning,"[3, 2, 1, 4, 5]","[4, 2, 1, 3, 5]",Speed,"24/7 support, AI ETA accuracy, COD handling",3 misses,3.12,11.97,37.53,10,CSAT
other,Sharjah,Tier-1 urban,14.3,5.15,11.89,41.82,17.04,10 am–2 pm,5,Competitor A,3.48,10.95,3.23,16.27,Van,1.39,5.46,Traffic,23.44,7,72,35.72,1,High cost,No,13.82,4.23,Both equal,2,9,39,Light,35,Afternoon,"[5, 2, 4, 1, 3]","[3, 1, 2, 4, 5]",Service,"Real-time tracking, AI ETA accuracy",3 misses,2.87,52.01,19.63,10,Cost per delivery
e-commerce,Abu Dhabi,Tier-1 urban,51.14,6.54,13.29,14.66,27.37,10 am–2 pm,4,Traditional 3PL,4.0,18.76,6.0,17.71,Van,0.86,35.15,Customs,28.16,2,-33,12.09,0,High cost,No,50.02,4.97,Both equal,2,5,90,Moderate,82,Morning,"[2, 3, 5, 1, 4]","[3, 1, 2, 4, 5]",Reliability,AI ETA accuracy,3 misses,1.56,14.64,18.99,7,CO₂ emissions
groceries,Abu Dhabi,Rural,66.71,0.2,35.52,28.43,30.36,10 am–2 pm,3,In-house,5.26,10.86,3.37,17.74,Van,1.88,36.4,Traffic,2.89,2,86,38.8,1,Late delivery,No,35.48,1.87,Both equal,5,5,89,Moderate,6,Afternoon,"[1, 3, 5, 4, 2]","[5, 2, 4, 1, 3]",Speed,24/7 support,After 1 miss,1.65,21.05,38.65,3,Cost per delivery
pharma,Ras Al Khaimah,Tier-2 suburban,20.21,2.15,4.86,50.33,30.54,6–10 am,5,Competitor B,8.17,7.81,3.35,14.08,Van,1.5,17.15,Wrong routing,68.5,7,20,28.82,0,Damaged goods,No,11.62,0.0,Speed over cost,5,8,26,Heavy,80,Morning,"[5, 1, 3, 4, 2]","[2, 1, 5, 3, 4]",Speed,"AI ETA accuracy, COD handling",After 1 miss,2.48,25.36,5.78,9,CSAT
fashion,Dubai,Tier-2 suburban,19.86,0.58,20.2,49.63,31.13,6–10 pm,5,Competitor B,8.94,10.33,3.36,30.78,Truck,0.96,42.05,Traffic,60.23,8,61,81.45,2,High cost,Yes,74.25,4.58,Cost over speed,2,4,2,Moderate,40,Anytime,"[5, 3, 4, 1, 2]","[4, 5, 2, 1, 3]",Reliability,"24/7 support, CO₂ reporting",3 misses,1.19,16.32,17.82,3,Delivery time
e-commerce,Ajman,Tier-1 urban,200.0,5.67,1.0,10.89,59.76,2–6 pm,5,Competitor A,1.79,35.42,4.14,50.0,Bike,0.98,38.31,Vehicle breakdown,10.17,9,-16,14.92,0,Late delivery,Yes,9.85,8.31,Both equal,5,6,74,Moderate,63,Evening,"[4, 3, 2, 1, 5]","[4, 5, 3, 1, 2]",Service,AI ETA accuracy,Would stay,1.75,17.65,26.76,1,Delivery time
groceries,Sharjah,Tier-2 suburban,78.11,3.98,2.0,10.29,13.6,6–10 am,3,Competitor A,4.97,35.65,4.32,13.22,Van,1.7,20.36,Vehicle breakdown,21.46,9,-76,33.18,2,Poor support,Yes,59.52,3.44,Both equal,4,5,73,Light,54,Anytime,"[5, 4, 2, 3, 1]","[4, 1, 2, 3, 5]",Cost,"Real-time tracking, CO₂ reporting",3 misses,1.81,3.78,13.23,7,Delivery time
pharma,Dubai,Tier-2 suburban,40.35,2.89,16.39,18.64,2.58,2–6 pm,5,Competitor B,7.59,25.0,3.24,29.41,Van,1.2,34.05,Traffic,17.49,7,59,46.86,1,Late delivery,Yes,22.18,2.51,Cost over speed,1,9,66,Moderate,48,Anytime,"[5, 3, 4, 1, 2]","[3, 1, 2, 4, 5]",Tech features,CO₂ reporting,After 1 miss,1.8,18.75,42.13,1,Delivery time
pharma,Ras Al Khaimah,Tier-1 urban,1.26,0.2,20.21,9.77,12.66,2–6 pm,3,Traditional 3PL,6.14,22.64,3.0,21.54,Van,1.38,32.11,Wrong routing,38.17,7,28,25.2,1,Other,Yes,16.2,1.24,Cost over speed,5,1,37,Heavy,98,Evening,"[4, 3, 1, 2, 5]","[2, 5, 3, 4, 1]",Cost,"CO₂ reporting, Real-time tracking",3 misses,1.09,8.63,20.36,7,Cost per delivery
electronics,Abu Dhabi,Rural,132.17,3.4,17.71,79.03,19.57,10 am–2 pm,5,Competitor A,5.67,15.66,3.66,15.46,Bike,1.75,36.56,Vehicle breakdown,28.96,5,42,27.38,1,Poor support,No,27.26,4.25,Speed over cost,4,7,44,Light,76,Afternoon,"[1, 5, 4, 3, 2]","[2, 3, 1, 5, 4]",Speed,AI ETA accuracy,After 1 miss,2.18,12.46,21.28,4,On-time %
fashion,Ajman,Tier-1 urban,27.52,0.2,21.93,18.98,12.3,2–6 pm,4,Competitor A,5.82,21.74,2.81,12.23,Bike,1.42,22.08,Wrong routing,9.1,9,-47,20.52,1,Late delivery,Yes,54.77,5.42,Speed over cost,4,9,37,Light,24,Anytime,"[4, 3, 1, 5, 2]","[3, 5, 2, 1, 4]",Cost,"24/7 support, AI ETA accuracy",5 misses,1.69,34.14,8.23,4,Delivery time
electronics,Dubai,Tier-1 urban,43.96,5.08,21.41,64.28,31.6,10 am–2 pm,1,Competitor A,5.58,21.43,3.08,17.21,Van,1.82,10.99,Driver shortage,46.09,8,-26,23.02,0,Damaged goods,Yes,13.2,5.59,Cost over speed,4,9,87,Moderate,9,Morning,"[2, 1, 3, 4, 5]","[2, 4, 5, 1, 3]",Speed,"COD handling, CO₂ reporting",3 misses,3.67,41.22,24.33,2,Cost per delivery
fashion,Ajman,Tier-1 urban,32.52,3.03,13.55,51.26,2.64,2–6 pm,1,Competitor A,4.62,8.65,2.91,17.38,Van,1.85,13.5,Wrong routing,25.6,3,49,33.01,0,Other,No,25.33,1.94,Both equal,5,6,83,Heavy,90,Morning,"[3, 1, 5, 2, 4]","[3, 5, 2, 1, 4]",Cost,"COD handling, Real-time tracking",3 misses,2.35,54.79,40.0,8,Delivery time
pharma,Sharjah,Tier-2 suburban,162.43,4.69,9.4,29.53,57.59,10 am–2 pm,2,Competitor B,5.61,9.96,3.35,15.42,Van,0.5,14.53,Driver shortage,28.94,2,87,11.13,1,Damaged goods,No,21.78,5.18,Both equal,5,4,26,Heavy,52,Afternoon,"[5, 1, 2, 3, 4]","[2, 3, 1, 5, 4]",Cost,"COD handling, AI ETA accuracy, CO₂ reporting",5 misses,3.07,33.27,24.45,11,Delivery time
groceries,Dubai,Tier-2 suburban,52.35,9.61,12.98,14.81,24.72,10 am–2 pm,2,Competitor A,5.66,27.64,3.41,12.62,Van,0.66,33.26,Customs,37.07,10,-37,30.79,1,Damaged goods,Yes,17.5,5.53,Cost over speed,1,5,40,Light,25,Morning,"[5, 3, 4, 2, 1]","[5, 1, 2, 3, 4]",Speed,"24/7 support, AI ETA accuracy",3 misses,0.5,20.73,12.86,4,CSAT
groceries,Sharjah,Tier-2 suburban,112.89,1.5,13.61,6.3,17.55,10 am–2 pm,4,Traditional 3PL,6.69,30.28,3.37,14.34,Van,3.73,3.52,Traffic,38.97,8,-31,37.82,0,Poor support,Yes,19.14,4.47,Cost over speed,2,2,90,Heavy,57,Afternoon,"[5, 2, 3, 4, 1]","[2, 4, 5, 1, 3]",Speed,"Real-time tracking, 24/7 support",3 misses,1.42,42.41,42.02,2,Cost per delivery
e-commerce,Dubai,Rural,21.21,3.24,7.35,29.29,11.23,10 am–2 pm,1,In-house,6.25,7.96,2.89,23.92,Van,1.83,16.1,Traffic,15.22,7,-100,40.94,0,Damaged goods,Yes,51.14,6.89,Cost over speed,5,5,69,Moderate,9,Morning,"[1, 5, 2, 3, 4]","[2, 1, 3, 5, 4]",Cost,"CO₂ reporting, 24/7 support",After 1 miss,0.98,21.0,3.9,9,On-time %
groceries,Abu Dhabi,Tier-1 urban,1.0,0.2,22.02,27.01,24.72,10 am–2 pm,4,Competitor B,5.51,33.56,6.0,50.0,Bike,0.63,34.55,Customs,52.06,4,73,32.0,1,Late delivery,Yes,10.27,13.03,Both equal,4,9,74,Light,60,Morning,"[5, 1, 4, 3, 2]","[3, 5, 4, 1, 2]",Tech features,"AI ETA accuracy, COD handling, 24/7 support",5 misses,1.43,22.49,14.57,4,CSAT
electronics,Dubai,Tier-2 suburban,27.21,3.7,7.5,10.52,22.19,6–10 pm,5,Traditional 3PL,3.55,18.12,3.29,23.77,Bike,2.01,33.97,Traffic,12.81,1,15,4.66,1,Late delivery,No,7.34,1.57,Both equal,3,7,93,Light,35,Afternoon,"[3, 4, 2, 1, 5]","[2, 5, 4, 3, 1]",Speed,"CO₂ reporting, Real-time tracking",After 1 miss,1.63,17.78,10.75,5,Delivery time
